time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,cohort_level_group,cohort_level,characteristic_group,characteristic,data_type,version,inst_count,cohort,overall,education,he,fe,fel3,fel2,fel1,other_edu,ind,non_des,ssf,sfc,spec_prov,edu_combo,appren,appl4,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Traveller of Irish Heritage,Number of pupils,Revised,z,13,13,9,5,3,z,z,z,1,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other white background,Number of pupils,Revised,z,5060,4263,3410,2830,355,z,z,z,226,0,0,219,6,0,1,92,1,26,65,761,482,231,161,90,315,219,96
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Black African,Number of pupils,Revised,z,440,385,309,256,32,z,z,z,21,0,0,20,1,0,0,8,0,1,7,68,40,9,21,10,15,12,3
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other mixed background,Number of pupils,Revised,z,2004,1715,1392,1146,166,z,z,z,81,0,0,78,2,0,1,21,0,11,10,302,195,82,83,30,94,79,15
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Indian,Number of pupils,Revised,z,6747,6083,5476,4927,248,z,z,z,301,0,0,293,8,0,0,81,2,36,43,526,437,163,169,105,227,201,26
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Chinese,Number of pupils,Revised,z,1270,1127,1063,910,84,z,z,z,69,0,0,65,3,0,1,5,0,5,0,59,53,31,16,6,90,61,29
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Black or Black British,Number of pupils,Revised,z,5616,4804,4124,3180,782,z,z,z,162,0,0,19,141,0,2,125,2,51,72,555,613,173,278,162,199,147,52
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Gypsy Roma,Number of pupils,Revised,z,21,19,12,8,3,z,z,z,1,0,0,1,0,0,0,0,0,0,0,7,2,0,2,0,0,0,0
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other ethnic group,Number of pupils,Revised,z,1912,1605,1408,1225,92,z,z,z,91,0,0,89,1,0,1,21,0,11,10,176,159,75,44,40,148,115,33
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,White,Number of pupils,Revised,z,142809,121833,73376,55999,15115,z,z,z,2262,0,0,136,2082,0,44,6914,90,3233,3591,41543,17447,4854,9101,3492,3529,2444,1085
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,3560,3071,2702,2228,269,z,z,z,205,0,0,141,64,0,0,43,0,11,32,326,299,132,98,69,190,160,30
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other mixed background,Number of pupils,Revised,z,1165,990,702,515,152,z,z,z,35,0,0,6,29,0,0,40,1,11,28,248,143,49,62,32,32,24,8
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Indian,Number of pupils,Revised,z,3127,2789,2425,1983,329,z,z,z,113,0,0,7,104,0,2,52,0,26,26,312,252,84,107,61,86,78,8
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Bangladeshi,Number of pupils,Revised,z,1480,1249,1071,867,156,z,z,z,48,0,0,6,42,0,0,41,0,13,28,137,161,36,83,42,70,49,21
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Black Caribbean,Number of pupils,Revised,z,1945,1625,1311,953,312,z,z,z,46,0,0,6,38,0,2,63,0,31,32,251,278,58,139,81,42,37,5
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Chinese,Number of pupils,Revised,z,602,548,505,425,68,z,z,z,12,0,0,1,11,0,0,4,0,0,4,39,29,17,9,3,25,19,6
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,White,Number of pupils,Revised,z,274264,239722,158339,126661,24506,z,z,z,7179,0,0,4907,2193,0,79,11175,140,4846,6189,70208,28209,9508,13700,5001,6333,4711,1622
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,1810,162520,89.1,66.6,55.9,6.8,z,z,z,3.9,0,0,3.8,0.1,0,~,2.9,~,1.1,1.8,19.6,8.2,3.5,3.4,1.3,2.7,2.1,0.6
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Percentage,Revised,z,76207,88,65,55,5.4,z,z,z,4.6,0,0,4.5,0.1,0,~,3.4,0.1,1.6,1.8,19.6,9.1,3.6,4,1.5,2.9,2.4,0.5
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,Revised,z,82022,82.8,53.1,40.7,10.4,z,z,z,1.9,0,0,0.1,1.8,0,~,5.5,0.1,3.2,2.2,24.2,13,3.5,6.7,2.7,4.2,2.4,1.8
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,Revised,z,158229,85.3,58.8,47.6,8,z,z,z,3.2,0,0,2.2,1,0,~,4.5,0.1,2.4,2,22,11.1,3.6,5.4,2.1,3.6,2.4,1.2
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,Revised,z,313944,87.1,59.8,48.4,8.6,z,z,z,2.7,0,0,1.8,0.9,0,~,3.7,~,1.6,2,23.6,9.6,3.5,4.5,1.6,3.3,2.1,1.2
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,z,13,100,69.2,38.5,23.1,z,z,z,7.7,0,0,7.7,0,0,0,7.7,0,0,7.7,23.1,0,0,0,0,0,0,0
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other white background,Percentage,Revised,z,5060,84.2,67.4,55.9,7,z,z,z,4.5,0,0,4.3,0.1,0,~,1.8,~,0.5,1.3,15,9.5,4.6,3.2,1.8,6.2,4.3,1.9
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Black African,Percentage,Revised,z,440,87.5,70.2,58.2,7.3,z,z,z,4.8,0,0,4.5,0.2,0,0,1.8,0,0.2,1.6,15.5,9.1,2,4.8,2.3,3.4,2.7,0.7
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other mixed background,Percentage,Revised,z,2004,85.6,69.5,57.2,8.3,z,z,z,4,0,0,3.9,0.1,0,~,1,0,0.5,0.5,15.1,9.7,4.1,4.1,1.5,4.7,3.9,0.7
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Indian,Percentage,Revised,z,6747,90.2,81.2,73,3.7,z,z,z,4.5,0,0,4.3,0.1,0,0,1.2,~,0.5,0.6,7.8,6.5,2.4,2.5,1.6,3.4,3,0.4
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Chinese,Percentage,Revised,z,1270,88.7,83.7,71.7,6.6,z,z,z,5.4,0,0,5.1,0.2,0,0.1,0.4,0,0.4,0,4.6,4.2,2.4,1.3,0.5,7.1,4.8,2.3
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Black or Black British,Percentage,Revised,z,5616,85.5,73.4,56.6,13.9,z,z,z,2.9,0,0,0.3,2.5,0,~,2.2,~,0.9,1.3,9.9,10.9,3.1,5,2.9,3.5,2.6,0.9
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Gypsy Roma,Percentage,Revised,z,21,90.5,57.1,38.1,14.3,z,z,z,4.8,0,0,4.8,0,0,0,0,0,0,0,33.3,9.5,0,9.5,0,0,0,0
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other ethnic group,Percentage,Revised,z,1912,83.9,73.6,64.1,4.8,z,z,z,4.8,0,0,4.7,0.1,0,0.1,1.1,0,0.6,0.5,9.2,8.3,3.9,2.3,2.1,7.7,6,1.7
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,White,Percentage,Revised,z,142809,85.3,51.4,39.2,10.6,z,z,z,1.6,0,0,0.1,1.5,0,~,4.8,0.1,2.3,2.5,29.1,12.2,3.4,6.4,2.4,2.5,1.7,0.8
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Percentage,Revised,z,3560,86.3,75.9,62.6,7.6,z,z,z,5.8,0,0,4,1.8,0,0,1.2,0,0.3,0.9,9.2,8.4,3.7,2.8,1.9,5.3,4.5,0.8
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,Revised,z,82022,67924,43567,33422,8560,z,z,z,1585,0,0,108,1458,0,19,4508,52,2649,1807,19849,10642,2898,5523,2221,3456,1965,1491
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,Revised,z,158229,134975,93090,75320,12705,z,z,z,5068,0,0,3505,1525,0,38,7119,94,3836,3189,34766,17595,5632,8570,3393,5659,3775,1884
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,Revised,z,313944,273295,187589,151959,27035,z,z,z,8605,0,0,5742,2774,0,89,11580,147,5068,6365,74126,30261,11070,14076,5115,10388,6470,3918
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Number of pupils,Revised,z,21363,17549,11336,8062,2748,z,z,z,526,0,0,21,502,0,3,828,8,355,465,5385,3122,748,1579,795,692,443,249
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Number of pupils,Revised,z,157315,132837,84419,65208,16478,z,z,z,2733,0,0,185,2498,0,50,6875,92,3219,3564,41543,18283,5426,9267,3590,6195,3160,3035
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Asian,Number of pupils,Revised,z,1199,1052,847,722,89,z,z,z,36,0,0,36,0,0,0,23,0,11,12,182,103,54,43,6,44,39,5
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Major,Black or Black British,Number of pupils,Revised,z,6054,5270,4608,3923,406,z,z,z,283,0,0,264,16,0,3,95,0,33,62,567,523,194,197,132,261,197,64
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White Irish,Number of pupils,Revised,z,796,703,532,450,47,z,z,z,35,0,0,35,0,0,0,13,0,2,11,158,66,37,22,7,27,23,4
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Number of pupils,Revised,z,3800,3312,2987,2599,214,z,z,z,176,0,0,161,14,0,1,36,0,12,24,289,306,134,92,80,182,138,44
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,Revised,z,161394,136853,85999,66308,16820,z,z,z,2871,0,0,177,2644,0,50,7161,94,3374,3693,43693,18193,5686,9108,3399,6348,3250,3098
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,Revised,z,96656,82462,52188,39848,10666,z,z,z,1674,0,0,98,1542,0,34,3195,48,925,2222,27079,10763,3276,5323,2164,3431,1638,1793
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,Revised,343,178678,150386,95755,73270,19226,z,z,z,3259,0,0,206,3000,0,53,7703,100,3574,4029,46928,21405,6174,10846,4385,6887,3603,3284
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,Revised,2153,341198,295221,204033,164052,30315,z,z,z,9678,0,0,6429,3151,0,98,12400,153,5367,6880,78788,34773,11842,16445,6486,11204,7017,4187
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,Revised,z,152550,136442,101590,85651,10215,z,z,z,5734,0,0,5565,130,0,39,4419,53,1694,2672,30433,12068,5384,4968,1716,4040,3220,820
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,Revised,z,86313,77784,58755,48884,6944,z,z,z,2936,0,0,2826,84,0,26,2086,11,606,1469,16943,6415,2934,2552,929,2114,1604,510
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,Revised,z,182969,160246,110943,88732,17610,z,z,z,4610,0,0,2924,1626,0,60,5281,59,1531,3691,44022,17178,6210,7875,3093,5545,3242,2303
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,Revised,z,9970,8393,6688,5131,874,z,z,z,685,0,0,658,21,0,6,278,0,99,179,1427,1300,284,631,385,277,194,83
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Asian or Asian British,Number of pupils,Revised,z,23975,20897,18559,15698,1671,z,z,z,1190,0,0,795,389,0,6,346,4,145,197,1992,2115,688,875,552,963,800,163
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,1687,1461,1302,1040,213,z,z,z,49,0,0,1,48,0,0,18,0,5,13,141,132,51,45,36,94,79,15
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White British,Number of pupils,Revised,z,139417,118973,71272,54451,14652,z,z,z,2169,0,0,131,1994,0,44,6826,89,3189,3548,40875,17065,4728,8921,3416,3379,2333,1046
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Gypsy Roma,Number of pupils,Revised,z,21,19,10,6,3,z,z,z,1,0,0,0,1,0,0,1,0,0,1,8,1,0,1,0,1,1,0
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Asian,Number of pupils,Revised,z,749,634,475,362,93,z,z,z,20,0,0,1,19,0,0,21,0,5,16,138,95,30,52,13,20,17,3
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Black background,Number of pupils,Revised,z,614,531,439,327,92,z,z,z,20,0,0,1,19,0,0,17,0,9,8,75,64,16,34,14,19,11,8
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,4869,4193,3773,3175,389,z,z,z,209,0,0,155,52,0,2,44,0,21,23,376,344,157,105,82,332,255,77
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,z,3438,2903,2079,1533,457,z,z,z,89,0,0,12,76,0,1,115,1,41,73,709,445,124,231,90,90,73,17
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Asian or Asian British,Number of pupils,Revised,z,8987,7787,6845,5387,1055,z,z,z,403,0,0,24,376,0,3,162,1,67,94,780,872,238,399,235,328,271,57
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Unclassified,Number of pupils,Revised,z,16141,11598,8029,6131,1604,z,z,z,294,0,0,14,277,0,3,369,6,177,186,3200,1896,734,792,370,2647,589,2058
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,1174,1014,893,668,159,z,z,z,66,0,0,2,64,0,0,21,0,5,16,100,110,38,48,24,50,41,9
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other ethnic group,Number of pupils,Revised,z,1085,913,797,615,145,z,z,z,37,0,0,0,37,0,0,14,0,5,9,102,103,34,36,33,69,60,9
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Percentage,Revised,z,21363,82.1,53.1,37.7,12.9,z,z,z,2.5,0,0,0.1,2.3,0,~,3.9,~,1.7,2.2,25.2,14.6,3.5,7.4,3.7,3.2,2.1,1.2
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Percentage,Revised,z,157315,84.4,53.7,41.5,10.5,z,z,z,1.7,0,0,0.1,1.6,0,~,4.4,0.1,2,2.3,26.4,11.6,3.4,5.9,2.3,3.9,2,1.9
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Asian,Percentage,Revised,z,1199,87.7,70.6,60.2,7.4,z,z,z,3,0,0,3,0,0,0,1.9,0,0.9,1,15.2,8.6,4.5,3.6,0.5,3.7,3.3,0.4
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Major,Black or Black British,Percentage,Revised,z,6054,87,76.1,64.8,6.7,z,z,z,4.7,0,0,4.4,0.3,0,~,1.6,0,0.5,1,9.4,8.6,3.2,3.3,2.2,4.3,3.3,1.1
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White Irish,Percentage,Revised,z,796,88.3,66.8,56.5,5.9,z,z,z,4.4,0,0,4.4,0,0,0,1.6,0,0.3,1.4,19.8,8.3,4.6,2.8,0.9,3.4,2.9,0.5
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Percentage,Revised,z,3800,87.2,78.6,68.4,5.6,z,z,z,4.6,0,0,4.2,0.4,0,~,0.9,0,0.3,0.6,7.6,8.1,3.5,2.4,2.1,4.8,3.6,1.2
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White British,Percentage,Revised,z,125565,89.9,64.5,53.7,7.2,z,z,z,3.7,0,0,3.6,0.1,0,~,3.3,~,1.3,2,22.1,8.1,3.5,3.5,1.1,2,1.6,0.3
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Percentage,Revised,z,2386,86.2,75.8,65.4,4.6,z,z,z,5.8,0,0,5.8,0,0,0,0.9,0,0.3,0.7,9.5,7.9,3.9,2.1,1.9,5.9,5,0.9
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,Revised,z,161394,84.8,53.3,41.1,10.4,z,z,z,1.8,0,0,0.1,1.6,0,~,4.4,0.1,2.1,2.3,27.1,11.3,3.5,5.6,2.1,3.9,2,1.9
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,Revised,z,96656,85.3,54,41.2,11,z,z,z,1.7,0,0,0.1,1.6,0,~,3.3,~,1,2.3,28,11.1,3.4,5.5,2.2,3.5,1.7,1.9
201011,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,343,178678,84.2,53.6,41,10.8,z,z,z,1.8,0,0,0.1,1.7,0,~,4.3,0.1,2,2.3,26.3,12,3.5,6.1,2.5,3.9,2,1.8
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,2153,341198,86.5,59.8,48.1,8.9,z,z,z,2.8,0,0,1.9,0.9,0,~,3.6,~,1.6,2,23.1,10.2,3.5,4.8,1.9,3.3,2.1,1.2
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,Revised,z,152550,89.4,66.6,56.1,6.7,z,z,z,3.8,0,0,3.6,0.1,0,~,2.9,~,1.1,1.8,19.9,7.9,3.5,3.3,1.1,2.6,2.1,0.5
201011,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Percentage,Revised,z,86313,90.1,68.1,56.6,8,z,z,z,3.4,0,0,3.3,0.1,0,~,2.4,~,0.7,1.7,19.6,7.4,3.4,3,1.1,2.4,1.9,0.6
201011,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,Revised,z,182969,87.6,60.6,48.5,9.6,z,z,z,2.5,0,0,1.6,0.9,0,~,2.9,~,0.8,2,24.1,9.4,3.4,4.3,1.7,3,1.8,1.3
